RLVKEY;SEMESTER;TYP;STUNDEN;CREDITS;LV_STATUS_NR;LV_STATUS;KOMPONENTEN_TYP;FRAGE_TYP;FRAGETEXT;OPTIONEN;ANTWORT;OPTIONNR;FREITEXT
a53e6669754588d;19S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 368;n/a;;-2;gut strukturierte LV
a53e6669754588d;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 369;n/a;positiv;-1;sehr interessante Themen
ca76fca5fb653f5;17S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 370;n/a;negativ;-2;auf Studierende eingegangen
ca76fca5fb653f5;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 371;n/a;neutral;-2;gut strukturierte LV
a53e6669754588d;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 372;n/a;negativ;-2;auf Studierende eingegangen
a53e6669754588d;20W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 373;n/a;positiv;-1;
959353896063576;17S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 374;n/a;negativ;-1;sehr interessante Themen
a53e6669754588d;16S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 375;n/a;positiv;-2;sehr interessante Themen
a53e6669754588d;18W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 376;n/a;;-2;gut strukturierte LV
974e077c94dfc81;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 377;n/a;neutral;-2;auf Studierende eingegangen
959353896063576;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 378;n/a;neutral;-1;gut strukturierte LV
974e077c94dfc81;18W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 379;n/a;;-1;sehr interessante Themen
ca76fca5fb653f5;20W;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 380;n/a;;-2;sehr interessante Themen
974e077c94dfc81;19S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 381;n/a;;-2;sympathischer LV-Leiter
974e077c94dfc81;18W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 382;n/a;positiv;-2;auf Studierende eingegangen
277f6a00a09fc6d;17S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 383;n/a;;-1;sehr interessante Themen
ca76fca5fb653f5;19S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 384;n/a;negativ;-1;sympathischer LV-Leiter
974e077c94dfc81;17S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 385;n/a;;-1;auf Studierende eingegangen
757aeb0f3e66c44;18W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 386;n/a;;-2;sympathischer LV-Leiter
959353896063576;16S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 387;n/a;positiv;-1;
277f6a00a09fc6d;20W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 388;n/a;;-2;auf Studierende eingegangen
959353896063576;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 389;n/a;neutral;-1;sehr interessante Themen
a53e6669754588d;18W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 390;n/a;positiv;-2;gut strukturierte LV
757aeb0f3e66c44;19S;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 391;n/a;positiv;-2;sehr interessante Themen
ca76fca5fb653f5;17S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 392;n/a;neutral;-2;gut strukturierte LV
ca76fca5fb653f5;17S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 393;n/a;positiv;-2;gut strukturierte LV
959353896063576;19S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 394;n/a;;-2;sympathischer LV-Leiter
ca76fca5fb653f5;18W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 395;n/a;negativ;-2;sympathischer LV-Leiter
757aeb0f3e66c44;18W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 396;n/a;neutral;-2;gut strukturierte LV
959353896063576;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 397;n/a;;-1;
277f6a00a09fc6d;19S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 398;n/a;positiv;-2;auf Studierende eingegangen
277f6a00a09fc6d;16S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 399;n/a;;-2;auf Studierende eingegangen
a53e6669754588d;20W;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 400;n/a;negativ;-2;gut strukturierte LV
959353896063576;17S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 401;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;18W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 402;n/a;negativ;-2;sehr interessante Themen
a53e6669754588d;16S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 403;n/a;negativ;-2;sympathischer LV-Leiter
277f6a00a09fc6d;19S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 404;n/a;positiv;-1;
277f6a00a09fc6d;17S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 405;n/a;positiv;-1;auf Studierende eingegangen
ca76fca5fb653f5;20W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 406;n/a;neutral;-2;sympathischer LV-Leiter
974e077c94dfc81;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 407;n/a;;-1;sympathischer LV-Leiter
974e077c94dfc81;18W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 408;n/a;neutral;-2;gut strukturierte LV
757aeb0f3e66c44;16S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 409;n/a;neutral;-2;sehr interessante Themen
a53e6669754588d;19S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 410;n/a;neutral;-2;
974e077c94dfc81;19S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 411;n/a;neutral;-2;auf Studierende eingegangen
974e077c94dfc81;16S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 412;n/a;positiv;-1;auf Studierende eingegangen
959353896063576;17S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 413;n/a;;-1;auf Studierende eingegangen
a53e6669754588d;17S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 414;n/a;negativ;-2;sehr interessante Themen
a53e6669754588d;18W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 415;n/a;positiv;-1;auf Studierende eingegangen
974e077c94dfc81;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 416;n/a;negativ;-2;sympathischer LV-Leiter
757aeb0f3e66c44;16S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 417;n/a;negativ;-1;sehr interessante Themen
ca76fca5fb653f5;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 418;n/a;positiv;-2;
a53e6669754588d;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 419;n/a;positiv;-1;
ca76fca5fb653f5;18W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 420;n/a;neutral;-2;
a53e6669754588d;16S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 421;n/a;;-2;
959353896063576;17S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 422;n/a;;-2;sympathischer LV-Leiter
a53e6669754588d;19S;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 423;n/a;negativ;-2;sehr interessante Themen
959353896063576;20W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 424;n/a;positiv;-2;auf Studierende eingegangen
a53e6669754588d;18W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 425;n/a;positiv;-2;gut strukturierte LV
974e077c94dfc81;17S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 426;n/a;negativ;-1;auf Studierende eingegangen
974e077c94dfc81;19S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 427;n/a;;-2;sympathischer LV-Leiter
959353896063576;20W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 428;n/a;positiv;-2;auf Studierende eingegangen
ca76fca5fb653f5;19S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 429;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;20W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 430;n/a;;-1;sehr interessante Themen
a53e6669754588d;17S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 431;n/a;positiv;-1;gut strukturierte LV
ca76fca5fb653f5;20W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 432;n/a;positiv;-1;
757aeb0f3e66c44;17S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 433;n/a;;-2;
974e077c94dfc81;20W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 434;n/a;negativ;-1;gut strukturierte LV
974e077c94dfc81;16S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 435;n/a;;-2;auf Studierende eingegangen
959353896063576;17S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 436;n/a;negativ;-1;gut strukturierte LV
ca76fca5fb653f5;20W;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 437;n/a;positiv;-2;sehr interessante Themen
757aeb0f3e66c44;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 438;n/a;positiv;-2;
ca76fca5fb653f5;17S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 439;n/a;;-1;auf Studierende eingegangen
a53e6669754588d;20W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 440;n/a;negativ;-1;gut strukturierte LV
a53e6669754588d;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 441;n/a;;-1;auf Studierende eingegangen
974e077c94dfc81;20W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 442;n/a;negativ;-1;
a53e6669754588d;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 443;n/a;neutral;-1;auf Studierende eingegangen
974e077c94dfc81;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 444;n/a;positiv;-1;gut strukturierte LV
a53e6669754588d;17S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 445;n/a;positiv;-1;
277f6a00a09fc6d;19S;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 446;n/a;;-1;
ca76fca5fb653f5;19S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 447;n/a;negativ;-2;gut strukturierte LV
277f6a00a09fc6d;20W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 448;n/a;negativ;-2;sympathischer LV-Leiter
974e077c94dfc81;16S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 449;n/a;negativ;-2;auf Studierende eingegangen
277f6a00a09fc6d;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 450;n/a;positiv;-1;gut strukturierte LV
277f6a00a09fc6d;19S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 451;n/a;neutral;-1;auf Studierende eingegangen
277f6a00a09fc6d;16S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 452;n/a;;-1;sehr interessante Themen
a53e6669754588d;17S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 453;n/a;negativ;-2;sympathischer LV-Leiter
974e077c94dfc81;19S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 454;n/a;positiv;-1;sympathischer LV-Leiter
ca76fca5fb653f5;19S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 455;n/a;positiv;-1;gut strukturierte LV
a53e6669754588d;18W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 456;n/a;;-1;sehr interessante Themen
a53e6669754588d;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 457;n/a;neutral;-2;sympathischer LV-Leiter
757aeb0f3e66c44;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 458;n/a;neutral;-1;
ca76fca5fb653f5;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 459;n/a;neutral;-1;sympathischer LV-Leiter
959353896063576;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 460;n/a;neutral;-1;auf Studierende eingegangen
959353896063576;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 461;n/a;positiv;-2;gut strukturierte LV
277f6a00a09fc6d;18W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 462;n/a;negativ;-2;sehr interessante Themen
a53e6669754588d;18W;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 463;n/a;positiv;-2;auf Studierende eingegangen
959353896063576;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 464;n/a;positiv;-2;auf Studierende eingegangen
959353896063576;19S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 465;n/a;positiv;-1;auf Studierende eingegangen
974e077c94dfc81;16S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 466;n/a;negativ;-1;sympathischer LV-Leiter
a53e6669754588d;19S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 467;n/a;negativ;-2;auf Studierende eingegangen
277f6a00a09fc6d;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 468;n/a;;-1;sehr interessante Themen
ca76fca5fb653f5;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 469;n/a;positiv;-1;auf Studierende eingegangen
277f6a00a09fc6d;19S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 470;n/a;negativ;-2;gut strukturierte LV
959353896063576;18W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 471;n/a;;-2;sehr interessante Themen
ca76fca5fb653f5;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 472;n/a;positiv;-2;sympathischer LV-Leiter
959353896063576;20W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 473;n/a;neutral;-1;
974e077c94dfc81;20W;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 474;n/a;neutral;-1;gut strukturierte LV
ca76fca5fb653f5;16S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 475;n/a;neutral;-1;sehr interessante Themen
ca76fca5fb653f5;19S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 476;n/a;positiv;-1;sehr interessante Themen
757aeb0f3e66c44;16S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 477;n/a;positiv;-2;sympathischer LV-Leiter
ca76fca5fb653f5;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 478;n/a;neutral;-1;
974e077c94dfc81;17S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 479;n/a;negativ;-2;sehr interessante Themen
277f6a00a09fc6d;16S;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 480;n/a;neutral;-2;gut strukturierte LV
757aeb0f3e66c44;17S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 481;n/a;negativ;-2;gut strukturierte LV
277f6a00a09fc6d;16S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 482;n/a;positiv;-1;sehr interessante Themen
974e077c94dfc81;20W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 483;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;17S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 484;n/a;positiv;-2;sympathischer LV-Leiter
277f6a00a09fc6d;19S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 485;n/a;negativ;-2;
ca76fca5fb653f5;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 486;n/a;neutral;-1;
757aeb0f3e66c44;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 487;n/a;negativ;-2;sehr interessante Themen
974e077c94dfc81;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 488;n/a;negativ;-1;sehr interessante Themen
277f6a00a09fc6d;18W;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 489;n/a;;-2;sympathischer LV-Leiter
959353896063576;17S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 490;n/a;neutral;-1;gut strukturierte LV
ca76fca5fb653f5;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 491;n/a;positiv;-1;sympathischer LV-Leiter
277f6a00a09fc6d;19S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 492;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;16S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 493;n/a;negativ;-2;sehr interessante Themen
959353896063576;19S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 494;n/a;negativ;-2;
959353896063576;20W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 495;n/a;neutral;-1;gut strukturierte LV
277f6a00a09fc6d;18W;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 496;n/a;positiv;-1;sympathischer LV-Leiter
974e077c94dfc81;18W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 497;n/a;;-1;sehr interessante Themen
a53e6669754588d;17S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 498;n/a;;-1;auf Studierende eingegangen
277f6a00a09fc6d;20W;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 499;n/a;negativ;-1;
757aeb0f3e66c44;19S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 500;n/a;;-1;
a53e6669754588d;20W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 501;n/a;negativ;-2;auf Studierende eingegangen
959353896063576;17S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 502;n/a;neutral;-1;sympathischer LV-Leiter
757aeb0f3e66c44;18W;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 503;n/a;;-2;
959353896063576;19S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 504;n/a;negativ;-2;sympathischer LV-Leiter
a53e6669754588d;18W;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 505;n/a;neutral;-2;gut strukturierte LV
959353896063576;19S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 506;n/a;;-2;sympathischer LV-Leiter
ca76fca5fb653f5;18W;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 507;n/a;neutral;-2;gut strukturierte LV
959353896063576;19S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 508;n/a;neutral;-1;auf Studierende eingegangen
757aeb0f3e66c44;17S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 509;n/a;;-2;auf Studierende eingegangen
ca76fca5fb653f5;19S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 510;n/a;neutral;-1;sympathischer LV-Leiter
277f6a00a09fc6d;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 511;n/a;positiv;-1;sehr interessante Themen
277f6a00a09fc6d;17S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 512;n/a;neutral;-1;sehr interessante Themen
974e077c94dfc81;20W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 513;n/a;neutral;-1;auf Studierende eingegangen
974e077c94dfc81;16S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 514;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;16S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 515;n/a;negativ;-2;
277f6a00a09fc6d;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 516;n/a;positiv;-2;
974e077c94dfc81;19S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 517;n/a;positiv;-1;gut strukturierte LV
ca76fca5fb653f5;19S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 518;n/a;neutral;-1;auf Studierende eingegangen
a53e6669754588d;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 519;n/a;neutral;-2;
a53e6669754588d;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 520;n/a;negativ;-2;sehr interessante Themen
974e077c94dfc81;17S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 521;n/a;neutral;-2;
277f6a00a09fc6d;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 522;n/a;positiv;-2;gut strukturierte LV
959353896063576;20W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 523;n/a;negativ;-2;auf Studierende eingegangen
ca76fca5fb653f5;18W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 524;n/a;negativ;-2;
974e077c94dfc81;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 525;n/a;negativ;-2;auf Studierende eingegangen
959353896063576;20W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 526;n/a;positiv;-1;sehr interessante Themen
974e077c94dfc81;19S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 527;n/a;negativ;-1;
277f6a00a09fc6d;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 528;n/a;neutral;-2;
a53e6669754588d;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 529;n/a;negativ;-2;gut strukturierte LV
ca76fca5fb653f5;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 530;n/a;positiv;-2;auf Studierende eingegangen
974e077c94dfc81;18W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 531;n/a;negativ;-1;gut strukturierte LV
a53e6669754588d;18W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 532;n/a;negativ;-2;
277f6a00a09fc6d;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 533;n/a;positiv;-1;
ca76fca5fb653f5;17S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 534;n/a;negativ;-2;gut strukturierte LV
277f6a00a09fc6d;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 535;n/a;;-1;sehr interessante Themen
974e077c94dfc81;19S;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 536;n/a;;-2;sehr interessante Themen
757aeb0f3e66c44;17S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 537;n/a;neutral;-2;auf Studierende eingegangen
277f6a00a09fc6d;19S;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 538;n/a;positiv;-1;sympathischer LV-Leiter
a53e6669754588d;20W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 539;n/a;positiv;-1;sympathischer LV-Leiter
ca76fca5fb653f5;17S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 540;n/a;negativ;-2;sympathischer LV-Leiter
974e077c94dfc81;19S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 541;n/a;;-1;sehr interessante Themen
ca76fca5fb653f5;17S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 542;n/a;positiv;-2;sympathischer LV-Leiter
277f6a00a09fc6d;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 543;n/a;negativ;-2;auf Studierende eingegangen
974e077c94dfc81;18W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 544;n/a;;-1;
757aeb0f3e66c44;17S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 545;n/a;neutral;-2;sympathischer LV-Leiter
974e077c94dfc81;19S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 546;n/a;positiv;-2;sympathischer LV-Leiter
974e077c94dfc81;20W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 547;n/a;neutral;-2;
974e077c94dfc81;18W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 548;n/a;;-2;
ca76fca5fb653f5;18W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 549;n/a;;-1;
959353896063576;20W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 550;n/a;neutral;-1;sehr interessante Themen
