Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Das ist der Fragetext 811,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 812,,unknown,not analyzed,
Das ist der Fragetext 813,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 814,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 815,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 816,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 817,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 818,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 819,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 820,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 821,,unknown,not analyzed,
Das ist der Fragetext 822,,unknown,not analyzed,
Das ist der Fragetext 823,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 824,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 825,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 826,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 827,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 828,,unknown,not analyzed,
Das ist der Fragetext 829,,unknown,not analyzed,
Das ist der Fragetext 830,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 831,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 832,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 833,,unknown,not analyzed,
Das ist der Fragetext 834,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 835,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 836,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 837,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 838,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 839,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 840,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 841,,unknown,not analyzed,
Das ist der Fragetext 842,,unknown,not analyzed,
Das ist der Fragetext 843,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 844,,unknown,not analyzed,
Das ist der Fragetext 845,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 846,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 847,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 848,,unknown,not analyzed,
Das ist der Fragetext 849,,unknown,not analyzed,
Das ist der Fragetext 850,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 851,,unknown,not analyzed,
Das ist der Fragetext 852,,unknown,not analyzed,
Das ist der Fragetext 853,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 854,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 855,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 856,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 857,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 858,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 859,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 860,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 861,,unknown,not analyzed,
Das ist der Fragetext 862,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 863,,unknown,not analyzed,
Das ist der Fragetext 864,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 865,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 866,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 867,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 868,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 869,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 870,,unknown,not analyzed,
Das ist der Fragetext 871,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 872,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 873,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 874,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 875,,unknown,not analyzed,
Das ist der Fragetext 876,,unknown,not analyzed,
Das ist der Fragetext 877,,unknown,not analyzed,
Das ist der Fragetext 878,,unknown,not analyzed,
Das ist der Fragetext 879,,unknown,not analyzed,
Das ist der Fragetext 880,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 881,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 882,,unknown,not analyzed,
Das ist der Fragetext 883,,unknown,not analyzed,
Das ist der Fragetext 884,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 885,,unknown,not analyzed,
Das ist der Fragetext 886,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 887,,unknown,not analyzed,
Das ist der Fragetext 888,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 889,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 890,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 891,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 892,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 893,,unknown,not analyzed,
Das ist der Fragetext 894,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 895,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 896,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 897,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 898,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 899,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 900,,unknown,not analyzed,
Das ist der Fragetext 901,,unknown,not analyzed,
Das ist der Fragetext 902,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 903,,unknown,not analyzed,
Das ist der Fragetext 904,,unknown,not analyzed,
Das ist der Fragetext 905,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 906,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 907,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 908,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 909,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 910,,unknown,not analyzed,
Das ist der Fragetext 911,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 912,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 913,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 914,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 915,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 916,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 917,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 918,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 919,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 920,,unknown,not analyzed,
Das ist der Fragetext 921,,unknown,not analyzed,
Das ist der Fragetext 922,,unknown,not analyzed,
Das ist der Fragetext 923,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 924,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 925,,unknown,not analyzed,
Das ist der Fragetext 926,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 927,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 928,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 929,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 930,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 931,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 932,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 933,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 934,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 935,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 936,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 937,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 938,,unknown,not analyzed,
Das ist der Fragetext 939,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 940,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 941,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 942,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 943,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 944,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 945,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 946,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 947,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 948,,unknown,not analyzed,
Das ist der Fragetext 949,,unknown,not analyzed,
Das ist der Fragetext 950,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 951,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 952,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 953,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 954,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 955,,unknown,not analyzed,
Das ist der Fragetext 956,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 957,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 958,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 959,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 960,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 961,,unknown,not analyzed,
Das ist der Fragetext 962,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 963,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 964,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 965,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 966,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 967,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 968,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 969,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 970,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 971,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 972,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 973,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 974,,unknown,not analyzed,
Das ist der Fragetext 975,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 976,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 977,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 978,,unknown,not analyzed,
Das ist der Fragetext 979,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 980,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 981,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 982,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 983,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 984,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 985,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 986,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 987,,unknown,not analyzed,
Das ist der Fragetext 988,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 989,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 990,,unknown,not analyzed,
Das ist der Fragetext 991,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 992,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 993,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 994,,unknown,not analyzed,
Das ist der Fragetext 995,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 996,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 997,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 998,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 999,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 1000,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 1001,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 1002,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 1003,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 1004,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 1005,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 1006,,unknown,not analyzed,
Das ist der Fragetext 1007,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 1008,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 1009,auf Studierende eingegangen,de,negative,-0.9036375433206558
