Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Das ist der Fragetext 805,,unknown,not analyzed,
Das ist der Fragetext 806,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 807,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 808,,unknown,not analyzed,
Das ist der Fragetext 809,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 810,,unknown,not analyzed,
Das ist der Fragetext 811,,unknown,not analyzed,
Das ist der Fragetext 812,,unknown,not analyzed,
Das ist der Fragetext 813,,unknown,not analyzed,
Das ist der Fragetext 814,,unknown,not analyzed,
Das ist der Fragetext 815,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 816,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 817,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 818,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 819,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 820,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 821,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 822,,unknown,not analyzed,
Das ist der Fragetext 823,,unknown,not analyzed,
Das ist der Fragetext 824,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 825,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 826,,unknown,not analyzed,
Das ist der Fragetext 827,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 828,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 829,,unknown,not analyzed,
Das ist der Fragetext 830,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 831,,unknown,not analyzed,
Das ist der Fragetext 832,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 833,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 834,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 835,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 836,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 837,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 838,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 839,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 840,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 841,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 842,,unknown,not analyzed,
Das ist der Fragetext 843,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 844,,unknown,not analyzed,
Das ist der Fragetext 845,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 846,,unknown,not analyzed,
Das ist der Fragetext 847,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 848,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 849,,unknown,not analyzed,
Das ist der Fragetext 850,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 851,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 852,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 853,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 854,,unknown,not analyzed,
Das ist der Fragetext 855,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 856,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 857,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 858,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 859,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 860,,unknown,not analyzed,
Das ist der Fragetext 861,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 862,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 863,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 864,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 865,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 866,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 867,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 868,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 869,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 870,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 871,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 872,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 873,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 874,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 875,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 876,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 877,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 878,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 879,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 880,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 881,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 882,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 883,,unknown,not analyzed,
Das ist der Fragetext 884,,unknown,not analyzed,
Das ist der Fragetext 885,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 886,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 887,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 888,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 889,,unknown,not analyzed,
Das ist der Fragetext 890,,unknown,not analyzed,
Das ist der Fragetext 891,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 892,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 893,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 894,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 895,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 896,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 897,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 898,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 899,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 900,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 901,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 902,,unknown,not analyzed,
Das ist der Fragetext 903,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 904,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 905,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 906,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 907,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 908,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 909,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 910,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 911,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 912,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 913,,unknown,not analyzed,
Das ist der Fragetext 914,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 915,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 916,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 917,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 918,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 919,,unknown,not analyzed,
Das ist der Fragetext 920,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 921,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 922,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 923,,unknown,not analyzed,
Das ist der Fragetext 924,,unknown,not analyzed,
Das ist der Fragetext 925,,unknown,not analyzed,
Das ist der Fragetext 926,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 927,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 928,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 929,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 930,,unknown,not analyzed,
Das ist der Fragetext 931,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 932,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 933,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 934,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 935,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 936,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 937,,unknown,not analyzed,
Das ist der Fragetext 938,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 939,,unknown,not analyzed,
Das ist der Fragetext 940,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 941,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 942,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 943,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 944,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 945,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 946,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 947,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 948,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 949,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 950,,unknown,not analyzed,
Das ist der Fragetext 951,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 952,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 953,,unknown,not analyzed,
Das ist der Fragetext 954,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 955,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 956,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 957,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 958,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 959,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 960,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 961,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 962,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 963,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 964,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 965,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 966,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 967,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 968,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 969,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 970,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 971,,unknown,not analyzed,
Das ist der Fragetext 972,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 973,,unknown,not analyzed,
Das ist der Fragetext 974,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 975,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 976,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 977,,unknown,not analyzed,
Das ist der Fragetext 978,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 979,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 980,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 981,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 982,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 983,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 984,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 985,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 986,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 987,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 988,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 989,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 990,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 991,,unknown,not analyzed,
Das ist der Fragetext 992,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 993,,unknown,not analyzed,
Das ist der Fragetext 994,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 995,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 996,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 997,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 998,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 999,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 1000,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 1001,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 1002,,unknown,not analyzed,
Das ist der Fragetext 1003,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 1004,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 1005,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 1006,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 1007,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 1008,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 1009,auf Studierende eingegangen,de,negative,-0.9036375433206558
